season,slug
2023/2024,eng-fa-cup-2023-2024
2022/2023,eng-fa-cup-2022-2023
2021/2022,eng-fa-cup-2021-2022
2020/2021,eng-fa-cup-2020-2021
2019/2020,eng-fa-cup-2019-2020
2018/2019,eng-fa-cup-2018-2019
2017/2018,eng-fa-cup-2017-2018
2016/2017,eng-fa-cup-2016-2017
2015/2016,eng-fa-cup-2015-2016
2014/2015,eng-fa-cup-2014-2015
2013/2014,eng-fa-cup-2013-2014
2012/2013,eng-fa-cup-2012-2013
2011/2012,eng-fa-cup-2011-2012
2010/2011,eng-fa-cup-2010-2011
2009/2010,eng-fa-cup-2009-2010
2008/2009,eng-fa-cup-2008-2009
2007/2008,eng-fa-cup-2007-2008
2006/2007,eng-fa-cup-2006-2007
2005/2006,eng-fa-cup-2005-2006
2004/2005,eng-fa-cup-2004-2005
2003/2004,eng-fa-cup-2003-2004
2002/2003,eng-fa-cup-2002-2003
2001/2002,eng-fa-cup-2001-2002
2000/2001,eng-fa-cup-2000-2001
1999/2000,eng-fa-cup-1999-2000
1998/1999,eng-fa-cup-1998-1999
1997/1998,eng-fa-cup-1997-1998
1996/1997,eng-fa-cup-1996-1997
1995/1996,eng-fa-cup-1995-1996
1994/1995,eng-fa-cup-1994-1995
1993/1994,eng-fa-cup-1993-1994
1992/1993,eng-fa-cup-1992-1993
1991/1992,eng-fa-cup-1991-1992
1990/1991,eng-fa-cup-1990-1991
1989/1990,eng-fa-cup-1989-1990
1988/1989,eng-fa-cup-1988-1989
1987/1988,eng-fa-cup-1987-1988
1986/1987,eng-fa-cup-1986-1987
1985/1986,eng-fa-cup-1985-1986
1984/1985,eng-fa-cup-1984-1985
1983/1984,eng-fa-cup-1983-1984
1982/1983,eng-fa-cup-1982-1983
1981/1982,eng-fa-cup-1981-1982
1980/1981,eng-fa-cup-1980-1981
1979/1980,eng-fa-cup-1979-1980
1978/1979,eng-fa-cup-1978-1979
1977/1978,eng-fa-cup-1977-1978
1976/1977,eng-fa-cup-1976-1977
1975/1976,eng-fa-cup-1975-1976
1974/1975,eng-fa-cup-1974-1975
1973/1974,eng-fa-cup-1973-1974
1972/1973,eng-fa-cup-1972-1973
1971/1972,eng-fa-cup-1971-1972
1970/1971,eng-fa-cup-1970-1971
1969/1970,eng-fa-cup-1969-1970
1968/1969,eng-fa-cup-1968-1969
1967/1968,eng-fa-cup-1967-1968
1966/1967,eng-fa-cup-1966-1967
1965/1966,eng-fa-cup-1965-1966
1964/1965,eng-fa-cup-1964-1965
1963/1964,eng-fa-cup-1963-1964
1962/1963,eng-fa-cup-1962-1963
1961/1962,eng-fa-cup-1961-1962
1960/1961,eng-fa-cup-1960-1961
1959/1960,eng-fa-cup-1959-1960
1958/1959,eng-fa-cup-1958-1959
1957/1958,eng-fa-cup-1957-1958
1956/1957,eng-fa-cup-1956-1957
1955/1956,eng-fa-cup-1955-1956
1954/1955,eng-fa-cup-1954-1955
1953/1954,eng-fa-cup-1953-1954
1952/1953,eng-fa-cup-1952-1953
1951/1952,eng-fa-cup-1951-1952
1950/1951,eng-fa-cup-1950-1951
1949/1950,eng-fa-cup-1949-1950
1948/1949,eng-fa-cup-1948-1949
1947/1948,eng-fa-cup-1947-1948
1946/1947,eng-fa-cup-1946-1947
1945/1946,eng-fa-cup-1945-1946
1938/1939,eng-fa-cup-1938-1939
1937/1938,eng-fa-cup-1937-1938
1936/1937,eng-fa-cup-1936-1937
1935/1936,eng-fa-cup-1935-1936
1934/1935,eng-fa-cup-1934-1935
1933/1934,eng-fa-cup-1933-1934
1932/1933,eng-fa-cup-1932-1933
1931/1932,eng-fa-cup-1931-1932
1930/1931,eng-fa-cup-1930-1931
1929/1930,eng-fa-cup-1929-1930
1928/1929,eng-fa-cup-1928-1929
1927/1928,eng-fa-cup-1927-1928
1926/1927,eng-fa-cup-1926-1927
1925/1926,eng-fa-cup-1925-1926
1924/1925,eng-fa-cup-1924-1925
1923/1924,eng-fa-cup-1923-1924
1922/1923,eng-fa-cup-1922-1923
1921/1922,eng-fa-cup-1921-1922
1920/1921,eng-fa-cup-1920-1921
1919/1920,eng-fa-cup-1919-1920
1914/1915,eng-fa-cup-1914-1915
1913/1914,eng-fa-cup-1913-1914
1912/1913,eng-fa-cup-1912-1913
1911/1912,eng-fa-cup-1911-1912
1910/1911,eng-fa-cup-1910-1911
1909/1910,eng-fa-cup-1909-1910
1908/1909,eng-fa-cup-1908-1909
1907/1908,eng-fa-cup-1907-1908
1906/1907,eng-fa-cup-1906-1907
1905/1906,eng-fa-cup-1905-1906
1904/1905,eng-fa-cup-1904-1905
1903/1904,eng-fa-cup-1903-1904
1902/1903,eng-fa-cup-1902-1903
1901/1902,eng-fa-cup-1901-1902
1900/1901,eng-fa-cup-1900-1901
1899/1900,eng-fa-cup-1899-1900
1898/1899,eng-fa-cup-1898-1899
1897/1898,eng-fa-cup-1897-1898
1896/1897,eng-fa-cup-1896-1897
1895/1896,eng-fa-cup-1895-1896
1894/1895,eng-fa-cup-1894-1895
1893/1894,eng-fa-cup-1893-1894
1892/1893,eng-fa-cup-1892-1893
1891/1892,eng-fa-cup-1891-1892
1890/1891,eng-fa-cup-1890-1891
1889/1890,eng-fa-cup-1889-1890
1888/1889,eng-fa-cup-1888-1889
1887/1888,eng-fa-cup-1887-1888
1886/1887,eng-fa-cup-1886-1887
1885/1886,eng-fa-cup-1885-1886
1884/1885,eng-fa-cup-1884-1885
1883/1884,eng-fa-cup-1883-1884
1882/1883,eng-fa-cup-1882-1883
1881/1882,eng-fa-cup-1881-1882
1880/1881,eng-fa-cup-1880-1881
1879/1880,eng-fa-cup-1879-1880
1878/1879,eng-fa-cup-1878-1879
1877/1878,eng-fa-cup-1877-1878
1876/1877,eng-fa-cup-1876-1877
1875/1876,eng-fa-cup-1875-1876
1874/1875,eng-fa-cup-1874-1875
1873/1874,eng-fa-cup-1873-1874
1872/1873,eng-fa-cup-1872-1873
1871/1872,eng-fa-cup-1871-1872
