season,slug
2024/2025,regionalliga-suedwest-2024-2025
2023/2024,regionalliga-suedwest-2023-2024
2022/2023,regionalliga-suedwest-2022-2023
2021/2022,regionalliga-suedwest-2021-2022
2020/2021,regionalliga-suedwest-2020-2021
2019/2020,regionalliga-suedwest-2019-2020
2018/2019,regionalliga-suedwest-2018-2019
2017/2018,regionalliga-suedwest-2017-2018
2016/2017,regionalliga-suedwest-2016-2017
2015/2016,regionalliga-suedwest-2015-2016
2014/2015,regionalliga-suedwest-2014-2015
2013/2014,regionalliga-suedwest-2013-2014
2012/2013,regionalliga-suedwest-2012-2013
