season,slug
2024,kaz-premier-liga-2024
2023,kaz-premier-liga-2023
2022,kaz-premier-liga-2022
2021,kaz-premier-liga-2021
2020,kaz-premier-liga-2020
2019,kaz-premier-liga-2019
2018,kaz-premier-liga-2018
2017,kaz-premier-liga-2017
2016 Meisterschaft,kaz-premier-liga-2016-meisterschaft
2016 Abstieg,kaz-premier-liga-2016-abstieg
2016,kaz-premier-liga-2016
2015 Meisterschaft,kaz-premier-liga-2015-meisterschaft
2015 Abstieg,kaz-premier-liga-2015-abstieg
2015,kaz-premier-liga-2015
2014 Meisterschaft,kaz-premier-liga-2014-meisterschaft
2014 Abstieg,kaz-premier-liga-2014-abstieg
2014,kaz-premier-liga-2014
2013 Meisterschaft,kaz-premier-liga-2013-meisterschaft
2013 Abstieg,kaz-premier-liga-2013-abstieg
2013,kaz-premier-liga-2013
2012,kaz-premier-liga-2012
2011 Meisterschaft,kaz-premier-liga-2011-meisterschaft
2011 Abstieg,kaz-premier-liga-2011-abstieg
2011,kaz-premier-liga-2011
2010 Meisterschaft,kaz-premier-liga-2010-meisterschaft
2010 Abstieg,kaz-premier-liga-2010-abstieg
2010,kaz-premier-liga-2010
2009,kaz-premier-liga-2009
2008 Entscheidung,kaz-premier-liga-2008-entscheidung
2008,kaz-superliga-2008
2007,kaz-superliga-2007
2006,kaz-superliga-2006
2005,kaz-superliga-2005
2004,kaz-superliga-2004
2003,kaz-superliga-2003
