season,slug
2024/2025,eng-league-cup-2024-2025
2023/2024,eng-league-cup-2023-2024
2022/2023,eng-league-cup-2022-2023
2021/2022,eng-league-cup-2021-2022
2020/2021,eng-league-cup-2020-2021
2019/2020,eng-league-cup-2019-2020
2018/2019,eng-league-cup-2018-2019
2017/2018,eng-league-cup-2017-2018
2016/2017,eng-league-cup-2016-2017
2015/2016,eng-league-cup-2015-2016
2014/2015,eng-league-cup-2014-2015
2013/2014,eng-league-cup-2013-2014
2012/2013,eng-league-cup-2012-2013
2011/2012,eng-league-cup-2011-2012
2010/2011,eng-league-cup-2010-2011
2009/2010,eng-league-cup-2009-2010
2008/2009,eng-league-cup-2008-2009
2007/2008,eng-league-cup-2007-2008
2006/2007,eng-league-cup-2006-2007
2005/2006,eng-league-cup-2005-2006
2004/2005,eng-league-cup-2004-2005
2003/2004,eng-league-cup-2003-2004
2002/2003,eng-league-cup-2002-2003
2001/2002,eng-league-cup-2001-2002
2000/2001,eng-league-cup-2000-2001
1999/2000,eng-league-cup-1999-2000
1998/1999,eng-league-cup-1998-1999
1997/1998,eng-league-cup-1997-1998
1996/1997,eng-league-cup-1996-1997
1995/1996,eng-league-cup-1995-1996
1994/1995,eng-league-cup-1994-1995
1993/1994,eng-league-cup-1993-1994
1992/1993,eng-league-cup-1992-1993
1991/1992,eng-league-cup-1991-1992
1990/1991,eng-league-cup-1990-1991
1989/1990,eng-league-cup-1989-1990
1988/1989,eng-league-cup-1988-1989
1987/1988,eng-league-cup-1987-1988
1986/1987,eng-league-cup-1986-1987
1985/1986,eng-league-cup-1985-1986
1984/1985,eng-league-cup-1984-1985
1983/1984,eng-league-cup-1983-1984
1982/1983,eng-league-cup-1982-1983
1981/1982,eng-league-cup-1981-1982
1980/1981,eng-league-cup-1980-1981
1979/1980,eng-league-cup-1979-1980
1978/1979,eng-league-cup-1978-1979
1977/1978,eng-league-cup-1977-1978
1976/1977,eng-league-cup-1976-1977
1975/1976,eng-league-cup-1975-1976
1974/1975,eng-league-cup-1974-1975
1973/1974,eng-league-cup-1973-1974
1972/1973,eng-league-cup-1972-1973
1971/1972,eng-league-cup-1971-1972
1970/1971,eng-league-cup-1970-1971
1969/1970,eng-league-cup-1969-1970
1968/1969,eng-league-cup-1968-1969
1967/1968,eng-league-cup-1967-1968
1966/1967,eng-league-cup-1966-1967
1965/1966,eng-league-cup-1965-1966
1964/1965,eng-league-cup-1964-1965
1963/1964,eng-league-cup-1963-1964
1962/1963,eng-league-cup-1962-1963
1961/1962,eng-league-cup-1961-1962
1960/1961,eng-league-cup-1960-1961
