season,slug
2024,geo-erovnuli-liga-2024
2023,geo-erovnuli-liga-2023
2022,geo-erovnuli-liga-2022
2021,geo-erovnuli-liga-2021
2020,geo-erovnuli-liga-2020
2019,geo-erovnuli-liga-2019
2018,geo-erovnuli-liga-2018
2017,geo-umaglesi-liga-2017
2016 Meisterschaft,geo-umaglesi-liga-2016-meisterschaft
2016 Europa League Playoff,geo-umaglesi-liga-2016-europa-league-playoff
2016 Abstieg,geo-umaglesi-liga-2016-abstieg
2016,geo-umaglesi-liga-2016
2015/2016,geo-umaglesi-liga-2015-2016
2014/2015,geo-umaglesi-liga-2014-2015
2014 Meisterschaft,geo-umaglesi-liga-2014-meisterschaft
2014 Abstieg,geo-umaglesi-liga-2014-abstieg
2013/2014,geo-umaglesi-liga-2013-2014
2013 Meisterschaft,geo-umaglesi-liga-2013-meisterschaft
2013 Abstieg,geo-umaglesi-liga-2013-abstieg
2012/2013,geo-umaglesi-liga-2012-2013
2012 Meisterschaft,geo-umaglesi-liga-2012-meisterschaft
2011/2012,geo-umaglesi-liga-2011-2012
2010/2011,geo-umaglesi-liga-2010-2011
2009/2010,geo-umaglesi-liga-2009-2010
2008/2009,geo-umaglesi-liga-2008-2009
2007/2008,geo-premier-league-2007-2008
2007 Relegation,geo-umaglesi-liga-2007-relegation
2006/2007,geo-premier-league-2006-2007
2005/2006,geo-premier-league-2005-2006
2004/2005,geo-premier-league-2004-2005
2004 Playoff Finale,geo-premier-league-2004-playoff-finale
2004 Playoff,geo-premier-league-2004-playoff
2004 Abstieg,geo-premier-league-2004-abstieg
2003/2004,geo-premier-league-2003-2004
