season,slug
2024/2025,regionalliga-nordost-2024-2025
2023/2024,regionalliga-nordost-2023-2024
2022/2023,regionalliga-nordost-2022-2023
2021/2022,regionalliga-nordost-2021-2022
2020/2021,regionalliga-nordost-2020-2021
2019/2020,regionalliga-nordost-2019-2020
2018/2019,regionalliga-nordost-2018-2019
2017/2018,regionalliga-nordost-2017-2018
2016/2017,regionalliga-nordost-2016-2017
2015/2016,regionalliga-nordost-2015-2016
2014/2015,regionalliga-nordost-2014-2015
2013/2014,regionalliga-nordost-2013-2014
2012/2013,regionalliga-nordost-2012-2013
