season,slug
2024/2025,alb-kategoria-superiore-2024-2025
2023/2024 Playoffs,alb-kategoria-superiore-2023-2024-playoffs
2023/2024,alb-kategoria-superiore-2023-2024
2022/2023,alb-kategoria-superiore-2022-2023
2021/2022,alb-kategoria-superiore-2021-2022
2020/2021,alb-kategoria-superiore-2020-2021
2019/2020,alb-kategoria-superiore-2019-2020
2018/2019,alb-kategoria-superiore-2018-2019
2017/2018,alb-kategoria-superiore-2017-2018
2016/2017,alb-kategoria-superiore-2016-2017
2015/2016,alb-kategoria-superiore-2015-2016
2014/2015,alb-kategoria-superiore-2014-2015
2013/2014,alb-kategoria-superiore-2013-2014
2012/2013,alb-kategoria-superiore-2012-2013
2011/2012,alb-kategoria-superiore-2011-2012
2010/2011,alb-kategoria-superiore-2010-2011
2009/2010,alb-kategoria-superiore-2009-2010
2008/2009,alb-kategoria-superiore-2008-2009
2007/2008,alb-kategoria-superiore-2007-2008
2006/2007,alb-kategoria-superiore-2006-2007
2005/2006,alb-kategoria-superiore-2005-2006
2004/2005,alb-kategoria-superiore-2004-2005
2003/2004,alb-kategoria-superiore-2003-2004
2002/2003,alb-kategoria-superiore-2002-2003
2001/2002,alb-kategoria-superiore-2001-2002
2000/2001,alb-kategoria-superiore-2000-2001
1999/2000,alb-kategoria-superiore-1999-2000
1998/1999,alb-kategoria-superiore-1998-1999
1997/1998,alb-kategoria-superiore-1997-1998
