season,slug
2024/2025,srb-super-liga-2024-2025
2023/2024 Relegation,srb-super-liga-2023-2024-relegation
2023/2024 Championship,srb-super-liga-2023-2024-championship
2023/2024,srb-super-liga-2023-2024
2022/2023 Relegation,srb-super-liga-2022-2023-relegation
2022/2023 Championship,srb-super-liga-2022-2023-championship
2022/2023,srb-super-liga-2022-2023
2021/2022 Relegation,srb-super-liga-2021-2022-relegation
2021/2022 Championship,srb-super-liga-2021-2022-championship
2021/2022,srb-super-liga-2021-2022
2020/2021,srb-super-liga-2020-2021
2019/2020,srb-super-liga-2019-2020
2018/2019 Meisterschaft,srb-super-liga-2018-2019-meisterschaft
2018/2019 Abstieg,srb-super-liga-2018-2019-abstieg
2018/2019,srb-super-liga-2018-2019
2017/2018 Meisterschaft,srb-super-liga-2017-2018-meisterschaft
2017/2018 Abstieg,srb-super-liga-2017-2018-abstieg
2017/2018,srb-super-liga-2017-2018
2016/2017 Meisterschaft,srb-super-liga-2016-2017-meisterschaft
2016/2017 Abstieg,srb-super-liga-2016-2017-abstieg
2016/2017,srb-super-liga-2016-2017
2015/2016 Meisterschaft,srb-super-liga-2015-2016-meisterschaft
2015/2016 Abstieg,srb-super-liga-2015-2016-abstieg
2015/2016,srb-super-liga-2015-2016
2014/2015,srb-super-liga-2014-2015
2013/2014,srb-super-liga-2013-2014
2012/2013,srb-super-liga-2012-2013
2011/2012,srb-super-liga-2011-2012
2010/2011,srb-super-liga-2010-2011
2009/2010,srb-super-liga-2009-2010
2008/2009,srb-meridian-super-liga-2008-2009
2007/2008,srb-meridian-super-liga-2007-2008
2006/2007 Meisterrunde,srb-meridian-super-liga-2006-2007-meisterrunde
2006/2007 Abstieg,srb-meridian-super-liga-2006-2007-abstieg
2006/2007,srb-meridian-super-liga-2006-2007
2005/2006,srb-meridian-super-liga-2005-2006
2004/2005,srb-meridian-super-liga-2004-2005
2003/2004,srb-meridian-super-liga-2003-2004
2002/2003,srb-super-liga-2002-2003
2001/2002,srb-super-liga-2001-2002
2000/2001,srb-super-liga-2000-2001
1999/2000,srb-super-liga-1999-2000
1998/1999,srb-super-liga-1998-1999
1997/1998,srb-super-liga-1997-1998
1996/1997,srb-super-liga-1996-1997
1995/1996 Meisterschaft,srb-super-liga-1995-1996-meisterschaft
1995/1996 Abstieg,srb-super-liga-1995-1996-abstieg
1995/1996 1B Liga,srb-super-liga-1995-1996-1b-liga
1995/1996 1A Liga,srb-super-liga-1995-1996-1a-liga
1994/1995 Meisterschaft,srb-super-liga-1994-1995-meisterschaft
1994/1995 Abstieg,srb-super-liga-1994-1995-abstieg
1994/1995 1B Liga,srb-super-liga-1994-1995-1b-liga
1994/1995 1A Liga,srb-super-liga-1994-1995-1a-liga
1993/1994 Meisterschaft,srb-super-liga-1993-1994-meisterschaft
1993/1994 Abstieg,srb-super-liga-1993-1994-abstieg
1993/1994 1B Liga,srb-super-liga-1993-1994-1b-liga
1993/1994 1A Liga,srb-super-liga-1993-1994-1a-liga
1992/1993,srb-super-liga-1992-1993
