season,slug
2024/2025,bih-premier-liga-2024-2025
2023/2024,bih-premier-liga-2023-2024
2022/2023,bih-premier-liga-2022-2023
2021/2022,bih-premier-liga-2021-2022
2020/2021,bih-premier-liga-2020-2021
2019/2020,bih-premier-liga-2019-2020
2018/2019,bih-premier-liga-2018-2019
2017/2018 Meisterschaft,bih-premier-liga-2017-2018-meisterschaft
2017/2018 Abstieg,bih-premier-liga-2017-2018-abstieg
2017/2018,bih-premier-liga-2017-2018
2016/2017 Meisterschaft,bih-premier-liga-2016-2017-meisterschaft
2016/2017 Abstieg,bih-premier-liga-2016-2017-abstieg
2016/2017,bih-premier-liga-2016-2017
2015/2016,bih-premier-liga-2015-2016
2014/2015,bih-premier-liga-2014-2015
2013/2014,bih-premier-liga-2013-2014
2012/2013,bih-premier-liga-2012-2013
2011/2012,bih-premier-liga-2011-2012
2010/2011,bih-premier-liga-2010-2011
2009/2010,bih-premier-liga-2009-2010
2008/2009,bih-premier-liga-2008-2009
2007/2008,bih-premier-liga-2007-2008
2006/2007,bih-premier-liga-2006-2007
2005/2006,bih-premier-liga-2005-2006
2004/2005,bih-premier-liga-2004-2005
2003/2004,bih-premier-liga-2003-2004
2002/2003,bih-premier-liga-2002-2003
