season,slug
2024/2025,alg-ligue-1-2024-2025
2023/2024,alg-ligue-1-2023-2024
2022/2023,alg-ligue-1-2022-2023_2
2021/2022,alg-ligue-1-2021-2022
2020/2021,alg-ligue-1-2020-2021
2019/2020,alg-ligue-1-2019-2020
2018/2019,alg-ligue-1-2018-2019
2017/2018,alg-ligue-1-2017-2018
2016/2017,alg-ligue-1-2016-2017
2015/2016,alg-ligue-1-2015-2016
2014/2015,alg-division-1-2014-2015
2013/2014,alg-division-1-2013-2014
2012/2013,alg-division-1-2012-2013
2011/2012,alg-division-1-2011-2012
2010/2011,alg-division-1-2010-2011
2009/2010,alg-division-1-2009-2010
2008/2009,alg-division-1-2008-2009
2007/2008,alg-division-1-2007-2008
2006/2007,alg-division-1-2006-2007
