season,slug
2024,kor-k-league-1-2024
2023 Relegation,kor-k-league-1-2023-relegation
2023 Championship,kor-k-league-1-2023-championship
2023,kor-k-league-1-2023
2022 Relegation,kor-k-league-1-2022-relegation
2022 Championship,kor-k-league-1-2022-championship
2022,kor-k-league-1-2022
2021 Relegation,kor-k-league-1-2021-relegation
2021 Championship,kor-k-league-1-2021-championship
2021,kor-k-league-1-2021
2020 Relegation,kor-k-league-1-2020-relegation
2020 Championship,kor-k-league-1-2020-championship
2020,kor-k-league-1-2020
2019 Relegation,kor-k-league-1-2019-relegation
2019 Championship,kor-k-league-1-2019-championship
2019,kor-k-league-1-2019
2018 Relegation,kor-k-league-1-2018-relegation
2018 Championship,kor-k-league-1-2018-championship
2018,kor-k-league-classic-2018
2017 Relegation,kor-k-league-1-2017-relegation
2017 Championship,kor-k-league-1-2017-championship
2017,kor-k-league-classic-2017
2016 Relegation,kor-k-league-1-2016-relegation
2016 Championship,kor-k-league-1-2016-championship
2016,kor-k-league-2016
2015 Relegation,kor-k-league-1-2015-relegation
2015 Championship,kor-k-league-1-2015-championship
2015,kor-k-league-2015
2014 Relegation,kor-k-league-1-2014-relegation
2014 Championship,kor-k-league-1-2014-championship
2014,kor-k-league-2014
2013 Relegation,kor-k-league-1-2013-relegation
2013 Championship,kor-k-league-1-2013-championship
2013,kor-k-league-2013
2012 Relegation,kor-k-league-1-2012-relegation
2012 Championship,kor-k-league-1-2012-championship
2012,kor-k-league-2012
2011 Finals,kor-k-league-2011-finals
2011,kor-k-league-2011
2010 Finals,kor-k-league-2010-finals
2010,kor-k-league-2010
2009 Finals,kor-k-league-2009-finals
2009,kor-k-league-2009
2008 Finals,kor-k-league-2008-finals
2008,kor-k-league-2008
2007 Finals,kor-k-league-2007-finals
2007,kor-k-league-2007
2006,kor-k-league-2006
2005 Playoff,kor-k-league-2005-playoff
2005,kor-k-league-2005
2004 Playoff,kor-k-league-2004-playoff
2004,kor-k-league-2004
