season,slug
2024/2025,dfb-pokal-2024-2025
2023/2024,dfb-pokal-2023-2024
2022/2023,dfb-pokal-2022-2023
2021/2022,dfb-pokal-2021-2022
2020/2021,dfb-pokal-2020-2021
2019/2020,dfb-pokal-2019-2020
2018/2019,dfb-pokal-2018-2019
2017/2018,dfb-pokal-2017-2018
2016/2017,dfb-pokal-2016-2017
2015/2016,dfb-pokal-2015-2016
2014/2015,dfb-pokal-2014-2015
2013/2014,dfb-pokal-2013-2014
2012/2013,dfb-pokal-2012-2013
2011/2012,dfb-pokal-2011-2012
2010/2011,dfb-pokal-2010-2011_2
2009/2010,dfb-pokal-2009-2010
2008/2009,dfb-pokal-2008-2009
2007/2008,dfb-pokal-2007-2008
2006/2007,dfb-pokal-2006-2007
2005/2006,dfb-pokal-2005-2006
2004/2005,dfb-pokal-2004-2005
2003/2004,dfb-pokal-2003-2004
2002/2003,dfb-pokal-2002-2003
2001/2002,dfb-pokal-2001-2002
2000/2001,dfb-pokal-2000-2001
1999/2000,dfb-pokal-1999-2000
1998/1999,dfb-pokal-1998-1999
1997/1998,dfb-pokal-1997-1998
1996/1997,dfb-pokal-1996-1997
1995/1996,dfb-pokal-1995-1996
1994/1995,dfb-pokal-1994-1995
1993/1994,dfb-pokal-1993-1994
1992/1993,dfb-pokal-1992-1993
1991/1992,dfb-pokal-1991-1992
1990/1991,dfb-pokal-1990-1991
1989/1990,dfb-pokal-1989-1990
1988/1989,dfb-pokal-1988-1989
1987/1988,dfb-pokal-1987-1988
1986/1987,dfb-pokal-1986-1987
1985/1986,dfb-pokal-1985-1986
1984/1985,dfb-pokal-1984-1985
1983/1984,dfb-pokal-1983-1984
1982/1983,dfb-pokal-1982-1983
1981/1982,dfb-pokal-1981-1982
1980/1981,dfb-pokal-1980-1981
1979/1980,dfb-pokal-1979-1980
1978/1979,dfb-pokal-1978-1979
1977/1978,dfb-pokal-1977-1978
1976/1977,dfb-pokal-1976-1977
1975/1976,dfb-pokal-1975-1976
1974/1975,dfb-pokal-1974-1975
1973/1974,dfb-pokal-1973-1974
1972/1973,dfb-pokal-1972-1973
1971/1972,dfb-pokal-1971-1972
1970/1971,dfb-pokal-1970-1971
1969/1970,dfb-pokal-1969-1970
1968/1969,dfb-pokal-1968-1969
1967/1968,dfb-pokal-1967-1968
1966/1967,dfb-pokal-1966-1967
1965/1966,dfb-pokal-1965-1966
1964/1965,dfb-pokal-1964-1965
1963/1964,dfb-pokal-1963-1964
1962/1963,dfb-pokal-1962-1963
1961/1962,dfb-pokal-1961-1962
1960/1961,dfb-pokal-1960-1961
1959/1960,dfb-pokal-1959-1960
1958/1959,dfb-pokal-1958-1959
1957/1958,dfb-pokal-1957-1958
1956/1957,dfb-pokal-1956-1957
1955/1956,dfb-pokal-1955-1956
1954/1955,dfb-pokal-1954-1955
1953/1954,dfb-pokal-1953-1954
1952/1953,dfb-pokal-1952-1953
1943,dfb-pokal-1943
1942,dfb-pokal-1942
1941,dfb-pokal-1941
1940,dfb-pokal-1940
1939,dfb-pokal-1939
1938,dfb-pokal-1938
1937,dfb-pokal-1937
1936,dfb-pokal-1936
1935,dfb-pokal-1935
