season,slug
2024/2025,mne-1-cfl-2024-2025
2023/2024,mne-1-cfl-2023-2024
2022/2023,mne-1-cfl-2022-2023
2021/2022,mne-1-cfl-2021-2022
2020/2021,mne-1-cfl-2020-2021
2019/2020,mne-1-cfl-2019-2020
2018/2019,mne-1-cfl-2018-2019
2017/2018,mne-1-cfl-2017-2018
2016/2017,mne-1-cfl-2016-2017
2015/2016,mne-1-cfl-2015-2016
2014/2015,mne-1-cfl-2014-2015
2013/2014,mne-1-cfl-2013-2014
2012/2013,mne-1-cfl-2012-2013
2011/2012,mne-prva-crnogorska-liga-2011-2012
2010/2011,mne-prva-crnogorska-liga-2010-2011
2009/2010,mne-prva-crnogorska-liga-2009-2010
2008/2009,mne-prva-crnogorska-liga-2008-2009
2007/2008,mon-prva-crnogorska-liga-2007-2008
2006/2007,mon-prva-crnogorska-liga-2006-2007
