season,slug
2024/2025,ita-serie-c-girone-a-2024-2025
2023/2024 Playout,ita-serie-c-girone-a-2023-2024-playout
2023/2024,ita-serie-c-girone-a-2023-2024
2022/2023 Playout,ita-serie-c-girone-a-2022-2023-playout
2022/2023,ita-serie-c-girone-a-2022-2023
2021/2022 Playout,ita-serie-c-girone-a-2021-2022-playout
2021/2022,ita-serie-c-girone-a-2021-2022
2020/2021,ita-serie-c-girone-a-2020-2021
2019/2020 Playout,ita-serie-c-girone-a-2019-2020-playout
2019/2020,ita-serie-c-girone-a-2019-2020
2018/2019 Playout,ita-serie-c-girone-a-2018-2019-playout
2018/2019,ita-serie-c-girone-a-2018-2019
2017/2018 Playout,ita-serie-c-girone-a-2017-2018-playout
2017/2018,ita-lega-pro-girone-a-2017-2018
2016/2017 Playout,ita-serie-c-girone-a-2016-2017-playout
2016/2017,ita-lega-pro-girone-a-2016-2017
2015/2016 Playout,ita-serie-c-girone-a-2015-2016-playout
2015/2016,ita-lega-pro-girone-a-2015-2016
2014/2015 Playout,ita-serie-c-girone-a-2014-2015-playout
2014/2015,ita-lega-pro-girone-a-2014-2015
