season,slug
2024/2025,fra-ligue-2-2024-2025
2023/2024,fra-ligue-2-2023-2024
2022/2023,fra-ligue-2-2022-2023
2021/2022,fra-ligue-2-2021-2022
2020/2021,fra-ligue-2-2020-2021
2019/2020,fra-ligue-2-2019-2020
2018/2019,fra-ligue-2-2018-2019
2017/2018,fra-ligue-2-2017-2018
2016/2017,fra-ligue-2-2016-2017
2015/2016,fra-ligue-2-2015-2016
2014/2015,fra-ligue-2-2014-2015
2013/2014,fra-ligue-2-2013-2014
2012/2013,fra-ligue-2-2012-2013
2011/2012,fra-ligue-2-2011-2012
2010/2011,fra-ligue-2-2010-2011
2009/2010,fra-ligue-2-2009-2010
2008/2009,fra-ligue-2-2008-2009
2007/2008,fra-ligue-2-2007-2008
2006/2007,fra-ligue-2-2006-2007
2005/2006,fra-ligue-2-2005-2006
2004/2005,fra-ligue-2-2004-2005
2003/2004,fra-ligue-2-2003-2004
2002/2003,fra-ligue-2-2002-2003
2001/2002,fra-ligue-2-2001-2002
2000/2001,fra-ligue-2-2000-2001
1999/2000,fra-ligue-2-1999-2000
1998/1999,fra-ligue-2-1998-1999
1997/1998,fra-ligue-2-1997-1998
1996/1997,fra-ligue-2-1996-1997
1995/1996,fra-ligue-2-1995-1996
1994/1995,fra-ligue-2-1994-1995
1993/1994,fra-ligue-2-1993-1994
1992/1993 Match des champions,fra-ligue-2-1992-1993-match-des-champions
1992/1993 Groupe B,fra-ligue-2-1992-1993-groupe-b
1992/1993 Groupe A,fra-ligue-2-1992-1993-groupe-a
1991/1992 Match des champions,fra-ligue-2-1991-1992-match-des-champions
1991/1992 Groupe B,fra-ligue-2-1991-1992-groupe-b
1991/1992 Groupe A,fra-ligue-2-1991-1992-groupe-a
