season,slug
2024/2025,regionalliga-nord-2024-2025
2023/2024,regionalliga-nord-2023-2024
2022/2023,regionalliga-nord-2022-2023
2021/2022 Süd,regionalliga-nord-2021-2022-sued
2021/2022 Nord,regionalliga-nord-2021-2022-nord
2021/2022 Meisterrunde,regionalliga-nord-2021-2022-meisterrunde
2021/2022 Abstiegsrunde,regionalliga-nord-2021-2022-abstiegsrunde
2020/2021 Süd,regionalliga-nord-2020-2021-sued
2020/2021 Nord,regionalliga-nord-2020-2021-nord
2019/2020,regionalliga-nord-2019-2020
2018/2019,regionalliga-nord-2018-2019
2017/2018,regionalliga-nord-2017-2018
2016/2017,regionalliga-nord-2016-2017
2015/2016,regionalliga-nord-2015-2016
2014/2015,regionalliga-nord-2014-2015
2013/2014,regionalliga-nord-2013-2014
2012/2013,regionalliga-nord-2012-2013_2
2011/2012,regionalliga-nord-2011-2012
2010/2011,regionalliga-nord-2010-2011
2009/2010,regionalliga-nord-2009-2010
2008/2009,regionalliga-nord-2008-2009
2007/2008,regionalliga-nord-2007-2008
2006/2007,regionalliga-nord-2006-2007
2005/2006,regionalliga-nord-2005-2006
2004/2005,regionalliga-nord-2004-2005
2003/2004,regionalliga-nord-2003-2004
2002/2003,regionalliga-nord-2002-2003
2001/2002,regionalliga-nord-2001-2002
2000/2001,regionalliga-nord-2000-2001
1999/2000,regionalliga-nord-1999-2000
1998/1999,regionalliga-nord-1998-1999
1997/1998,regionalliga-nord-1997-1998
1996/1997,regionalliga-nord-1996-1997
1995/1996,regionalliga-nord-1995-1996
1994/1995,regionalliga-nord-1994-1995
