season,slug
2024,arg-primera-b-nacional-2024
2023 Playoffs,arg-primera-b-nacional-2023-playoffs
2023 Grupo B,arg-primera-b-nacional-2023-grupo-b
2023 Grupo A,arg-primera-b-nacional-2023-grupo-a
2023 Gran Final,arg-primera-b-nacional-2023-gran-final
2022 Playoffs,arg-primera-b-nacional-2022-playoffs
2022,arg-primera-b-nacional-2022
2021 Playoffs,arg-primera-b-nacional-2021-playoffs
2021 Grupo B,arg-primera-b-nacional-2021-grupo-b
2021 Grupo A,arg-primera-b-nacional-2021-grupo-a
2021 Final,arg-primera-b-nacional-2021-final
2019/2020 Zona B,arg-primera-b-nacional-2019-2020-zona-b
2019/2020 Zona A,arg-primera-b-nacional-2019-2020-zona-a
2019/2020 Finalización,arg-primera-b-nacional-2019-2020-finalizacion
2018/2019 Playoffs,arg-primera-b-nacional-2018-2019-playoffs
2018/2019 Finale,arg-primera-b-nacional-2018-2019-finale
2018/2019,arg-primera-b-nacional-2018-2019
2017/2018 Playoffs,arg-primera-b-nacional-2017-2018-playoffs
2017/2018 Entscheidungsspiel,arg-primera-b-nacional-2017-2018-entscheidungsspiel
2017/2018,arg-primera-b-nacional-2017-2018
2016/2017,arg-primera-b-nacional-2016-2017
2016,arg-primera-b-nacional-2016
2015 Relegation,arg-primera-b-nacional-2015-relegation
2015 Playoff,arg-primera-b-nacional-2015-playoff
2015,arg-primera-b-nacional-2015
2014 Playoff,arg-primera-b-nacional-2014-playoff
2014,arg-primera-b-nacional-2014
2013/2014 Playoff,arg-primera-b-nacional-2013-2014-playoff
2013/2014,arg-primera-b-nacional-2013-2014
2012/2013,arg-primera-b-nacional-2012-2013
2011/2012,arg-primera-b-nacional-2011-2012
2010/2011,arg-primera-b-2010-2011
2009/2010,arg-primera-b-nacional-2009-2010
2008/2009,arg-primera-b-nacional-2008-2009
2007/2008,arg-primera-b-nacional-2007-2008
2007 Clausura,arg-primera-b-nacional-2007-clausura
2006/2007 Playoff,arg-primera-b-nacional-2006-2007-playoff
2006 Clausura,arg-primera-b-nacional-2006-clausura
2006 Apertura,arg-primera-b-nacional-2006-apertura
2005/2006 Playoff,arg-primera-b-nacional-2005-2006-playoff
2005 Clausura,arg-primera-b-nacional-2005-clausura
2005 Apertura,arg-primera-b-nacional-2005-apertura
2004 Clausura,arg-primera-b-nacional-2004-clausura
2004 Apertura,arg-primera-b-nacional-2004-apertura
2003 Clausura,arg-primera-b-nacional-2003-clausura
2003 Apertura,arg-primera-b-nacional-2003-apertura
2002 Apertura,arg-primera-b-nacional-2002-apertura
