season,slug
2024/2025,eng-national-league-2024-2025
2023/2024,eng-national-league-2023-2024
2022/2023,eng-national-league-2022-2023
2021/2022,eng-national-league-2021-2022
2020/2021,eng-national-league-2020-2021
2019/2020,eng-national-league-2019-2020
2018/2019,eng-national-league-2018-2019
2017/2018,eng-national-league-2017-2018
2016/2017,eng-national-league-2016-2017
2015/2016,eng-national-league-2015-2016
2014/2015,eng-conference-2014-2015
2013/2014,eng-conference-2013-2014
2012/2013,eng-conference-2012-2013
2011/2012,eng-conference-2011-2012
2010/2011,eng-conference-2010-2011
2009/2010,eng-conference-2009-2010
2008/2009,eng-conference-2008-2009
2007/2008,eng-nationwide-conference-2007-2008
2006/2007,eng-nationwide-conference-2006-2007
2005/2006,eng-nationwide-conference-2005-2006
2004/2005,eng-nationwide-conference-2004-2005
2003/2004,eng-nationwide-conference-2003-2004
2002/2003,eng-nationwide-conference-2002-2003
