season,slug
2024,jpn-j2-league-2024
2023 Aufstieg,jpn-j2-league-2023-aufstieg
2023,jpn-j2-league-2023
2022,jpn-j2-league-2022
2021,jpn-j2-league-2021
2020,jpn-j2-league-2020
2019,jpn-j2-league-2019
2018,jpn-j2-league-2018
2017 Aufstieg,jpn-j2-league-2017-aufstieg
2017,jpn-j2-league-2017
2016 Aufstieg,jpn-j2-league-2016-aufstieg
2016,jpn-j-league-2-2016
2015 Aufstieg,jpn-j-league-2-2015-aufstieg
2015,jpn-j-league-2-2015
2014 Aufstieg,jpn-j-league-2-2014-aufstieg
2014,jpn-j-league-2-2014
2013 Aufstieg,jpn-j-league-2-2013-aufstieg
2013,jpn-j-league-2-2013
2012 Aufstieg,jpn-j-league-2-2012-aufstieg
2012,jpn-j-league-2-2012
2011,jpn-j-league-2-2011
