season,slug
2024/2025,nir-premier-league-2024-2025
2024 Relegation,nir-premier-league-2024-relegation
2024 ECL Playoffs,nir-premier-league-2024-ecl-playoffs
2024 Championship,nir-premier-league-2024-championship
2023/2024,nir-premier-league-2023-2024
2023 Relegation,nir-premier-league-2023-relegation
2023 ECL Playoffs,nir-premier-league-2023-ecl-playoffs
2023 Championship,nir-premier-league-2023-championship
2022/2023,nir-premier-league-2022-2023
2022 Relegation,nir-premier-league-2022-relegation
2022 ECL Playoffs,nir-premier-league-2022-ecl-playoffs
2022 Championship,nir-premier-league-2022-championship
2021/2022,nir-premier-league-2021-2022
2021 Relegation,nir-premier-league-2021-relegation
2021 Conference L. Playoffs,nir-premier-league-2021-conference-l-playoffs
2021 Championship,nir-premier-league-2021-championship
2020/2021,nir-premier-league-2020-2021
2019/2020,nir-premier-league-2019-2020
2019 Relegation,nir-premier-league-2019-relegation
2019 EL Playoffs,nir-premier-league-2019-el-playoffs
2019 Championship,nir-premier-league-2019-championship
2018/2019,nir-premier-league-2018-2019
2018 Relegation,nir-premier-league-2018-relegation
2018 EL Playoffs,nir-premier-league-2018-el-playoffs
2018 Championship,nir-premier-league-2018-championship
2017/2018,nir-premier-league-2017-2018
2017 Relegation,nir-premier-league-2017-relegation
2017 EL Playoffs,nir-premier-league-2017-el-playoffs
2017 Championship,nir-premier-league-2017-championship
2016/2017,nir-premier-league-2016-2017
2016 Relegation,nir-premier-league-2016-relegation
2016 EL Playoffs,nir-premier-league-2016-el-playoffs
2016 Championship,nir-premier-league-2016-championship
2015/2016,nir-premier-league-2015-2016
2015 Relegation,nir-premier-league-2015-relegation
2015 Championship,nir-premier-league-2015-championship
2014/2015,nir-premier-league-2014-2015
2014 Relegation,nir-premier-league-2014-relegation
2014 Championship,nir-premier-league-2014-championship
2013/2014,nir-premier-league-2013-2014
2013 Relegation,nir-premier-league-2013-relegation
2013 Championship,nir-premier-league-2013-championship
2012/2013,nir-premier-league-2012-2013
2012 Relegation,nir-premier-league-2012-relegation
2012 Championship,nir-premier-league-2012-championship
2011/2012,nir-premier-league-2011-2012
2011 Relegation,nir-premier-league-2011-relegation
2011 Championship,nir-premier-league-2011-championship
2010/2011,nir-premier-league-2010-2011
2010 Relegation,nir-premier-league-2010-relegation
2010 Championship,nir-premier-league-2010-championship
2009/2010,nir-premier-league-2009-2010
2009 Playoff,nir-premier-league-2009-playoff
2009 Abstieg,nir-premier-league-2009-abstieg
2008/2009,nir-premier-league-2008-2009
2007/2008,nir-premier-league-2007-2008
2006/2007,nir-premier-league-2006-2007
2005/2006,nir-premier-league-2005-2006
2004/2005,nir-premier-league-2004-2005
2003/2004,nir-premier-league-2003-2004
