season,slug
2024,can-premier-league-2024
2023 Playoffs,can-premier-league-2023-playoffs
2023,can-premier-league-2023
2022 Playoff,can-premier-league-2022-playoff
2022,can-premier-league-2022
2021 Playoffs,can-premier-league-2021-playoffs
2021,can-premier-league-2021
2020 Group Stage,can-premier-league-2020-group-stage
2020 First Stage,can-premier-league-2020-first-stage
2020 Championship,can-premier-league-2020-championship
2019 Spring Season,can-premier-league-2019-spring-season
2019 Fall Season,can-premier-league-2019-fall-season
2019 Championship,can-premier-league-2019-championship
